Gujarati_PAT,Gujarati_SAT,Mathematics_PAT,Mathematics_SAT,Science_PAT,Science_SAT,SocialScience_PAT,SocialScience_SAT,English_PAT,English_SAT,Hindi_PAT,Hindi_SAT,Attendance,Assessment,Final_Score
7,76,3,25,9,22,9,18,20,14,17,43,47,73,29.533333333333335
5,34,14,34,15,25,14,64,15,12,14,8,62,18,24.933333333333334
3,39,7,31,15,29,8,5,10,12,4,39,12,27,17.366666666666667
1,77,16,63,8,18,1,36,10,30,2,28,42,49,28.433333333333337
16,0,14,49,4,67,16,65,4,70,19,31,3,14,25.366666666666667
11,21,4,28,18,2,11,18,20,63,10,30,88,77,32.233333333333334
0,30,18,23,19,69,0,59,0,56,3,68,51,48,32.900000000000006
10,73,3,6,4,34,7,52,10,65,14,51,75,28,32.233333333333334
3,75,6,67,18,0,18,59,19,50,10,11,48,64,33.6
9,42,17,66,6,47,18,38,2,40,8,8,14,63,27.766666666666666
16,70,13,37,5,17,5,14,8,38,16,71,82,62,35.06666666666667
18,13,5,62,2,79,14,78,7,18,12,77,59,82,39.76666666666667
12,3,14,56,9,71,3,73,6,8,4,43,50,18,26.933333333333334
13,78,5,50,10,34,12,79,4,62,1,15,86,82,41.00000000000001
19,11,2,37,20,43,20,44,5,24,11,68,92,97,39.16666666666667
20,26,9,74,11,68,19,75,14,60,14,33,5,17,30.400000000000002
14,57,16,11,0,11,0,16,14,78,19,6,11,9,18.133333333333333
19,75,12,42,19,8,1,11,18,15,20,67,45,58,30.76666666666667
1,70,5,13,18,32,0,28,12,78,7,47,6,65,27.833333333333336
17,74,1,9,9,35,15,10,17,67,1,17,39,93,31.333333333333332
1,53,20,33,19,46,20,68,2,78,20,59,98,67,44.43333333333334
18,60,0,7,5,66,15,64,1,13,13,72,73,74,36.96666666666667
20,19,16,76,9,38,6,14,19,70,12,70,18,44,30.800000000000004
17,9,3,44,2,10,9,17,11,20,18,43,92,99,32.63333333333333
1,28,4,28,13,67,9,49,6,35,5,2,46,7,21.76666666666667
14,13,20,26,19,70,3,13,19,75,20,9,60,53,31.36666666666667
20,60,16,58,3,44,2,44,0,2,11,78,88,10,32.33333333333333
15,60,17,30,18,58,16,63,14,73,6,29,69,65,40.0
16,14,20,51,8,55,12,5,13,14,4,26,3,4,16.566666666666666
0,70,20,34,7,56,5,30,7,48,7,39,47,3,26.53333333333333
3,64,15,38,15,48,18,35,11,53,12,10,67,28,30.96666666666667
11,62,2,73,6,36,1,67,15,26,5,10,26,96,33.13333333333334
17,66,9,20,14,65,3,78,4,41,9,35,21,40,30.16666666666667
16,75,14,55,3,20,16,71,2,50,14,7,33,42,30.366666666666667
7,49,14,58,15,66,16,4,14,47,12,29,30,76,32.666666666666664
0,47,0,43,0,8,11,56,6,44,6,58,86,75,34.7
12,19,6,65,11,14,0,24,16,35,19,53,26,51,25.96666666666667
6,58,5,63,3,4,4,40,16,57,0,34,9,49,25.133333333333333
12,55,16,10,1,37,15,80,13,13,4,75,10,23,25.366666666666667
5,6,4,48,1,22,8,25,11,29,17,66,98,53,31.233333333333334
10,77,13,55,19,42,4,54,20,28,20,78,83,25,38.8
19,17,20,7,20,47,11,76,5,78,4,76,27,6,28.633333333333333
15,77,18,49,5,58,6,15,6,79,5,78,72,15,36.1
2,49,19,62,15,58,11,57,0,64,13,49,6,25,29.700000000000003
4,69,15,2,20,51,5,28,15,32,10,47,90,99,38.766666666666666
16,13,4,17,13,4,14,21,16,43,16,4,54,85,25.96666666666667
17,13,11,51,2,45,6,17,0,6,9,74,88,71,32.63333333333333
0,71,14,1,9,16,4,22,18,52,4,38,9,71,24.6
7,7,2,53,3,80,1,7,9,40,17,43,86,71,33.63333333333334
1,76,14,46,16,64,0,42,18,14,4,44,54,59,33.9
0,79,17,27,6,43,8,47,18,7,6,2,0,17,19.03333333333333
16,31,4,79,7,29,17,13,3,57,5,71,31,19,27.133333333333333
10,58,17,32,12,16,11,20,15,36,15,38,65,58,30.966666666666672
2,58,3,4,1,16,1,72,17,75,8,67,9,12,23.7
16,13,12,69,18,44,0,25,19,24,18,11,32,86,29.733333333333334
13,58,0,59,13,15,4,4,15,45,18,17,14,66,25.400000000000002
1,58,12,59,17,31,9,73,7,77,14,75,72,49,40.96666666666667
0,41,6,65,18,66,14,11,17,67,19,71,73,16,35.23333333333334
16,37,8,66,8,29,1,29,17,47,15,59,41,27,28.933333333333334
9,79,11,68,18,21,6,15,4,3,2,42,97,20,30.233333333333334
7,16,14,39,19,12,0,66,8,78,15,8,84,85,35.7
14,62,11,7,17,8,20,18,0,13,3,48,31,89,26.733333333333334
18,38,6,47,6,78,1,4,4,54,16,55,86,51,35.50000000000001
9,43,9,69,14,2,10,77,11,28,7,4,8,66,26.26666666666667
15,42,17,29,13,65,12,51,5,12,3,43,29,64,29.766666666666666
11,38,14,23,4,7,5,24,14,44,20,56,97,11,28.13333333333334
15,9,9,60,10,2,13,17,11,50,12,54,83,12,26.96666666666667
10,69,19,53,10,72,11,18,14,24,8,16,94,72,38.2
14,77,9,47,12,59,19,43,2,25,2,70,37,59,34.86666666666667
5,11,5,31,3,58,11,20,7,79,9,6,85,82,33.03333333333333
15,78,15,34,6,11,13,65,12,34,12,26,8,64,28.6
1,76,12,35,0,47,8,49,16,66,13,46,59,46,35.1
3,68,5,80,18,27,15,62,17,24,12,57,49,24,33.16666666666667
14,21,16,64,2,60,15,21,6,37,14,64,20,54,29.666666666666664
3,5,3,8,5,31,12,75,11,70,5,45,47,39,26.800000000000004
19,76,18,1,17,22,8,25,8,23,5,73,93,48,33.766666666666666
17,25,9,1,7,70,6,2,10,32,0,46,94,49,29.299999999999997
8,76,0,24,11,19,4,64,1,21,19,41,50,80,32.2
4,42,13,46,18,60,11,80,5,49,14,10,19,29,28.266666666666666
10,13,8,3,8,77,18,14,16,58,15,56,54,59,31.03333333333333
3,0,7,36,19,59,17,25,14,43,20,46,56,41,28.966666666666672
9,77,11,50,2,15,17,75,2,38,3,51,42,78,35.333333333333336
9,80,7,26,9,76,8,7,2,36,12,61,45,81,34.8
14,51,7,71,13,15,1,0,14,17,19,37,92,11,27.56666666666667
6,67,8,35,8,35,14,25,19,57,1,55,68,21,30.900000000000002
3,32,7,32,2,26,9,36,17,46,11,80,81,56,33.766666666666666
15,33,9,43,7,38,12,6,16,79,2,2,77,17,26.866666666666667
6,14,16,79,10,73,13,11,8,11,9,41,50,15,25.9
18,72,18,24,17,10,6,36,7,40,12,19,80,5,27.1
18,8,0,53,19,21,5,75,6,40,19,2,5,39,22.133333333333333
14,71,5,71,14,17,17,19,15,54,12,53,1,61,30.333333333333336
2,78,14,69,16,2,4,15,4,10,9,57,44,68,29.86666666666667
11,53,19,23,3,13,10,54,19,34,7,39,78,60,32.8
6,11,10,58,4,59,9,35,19,68,6,41,18,4,23.933333333333337
8,64,11,19,3,80,17,27,11,72,10,35,96,3,33.7
7,15,5,57,8,39,13,51,10,59,12,41,1,57,26.933333333333334
11,73,5,5,2,77,14,4,14,33,12,49,79,44,32.233333333333334
19,43,12,18,18,80,12,9,4,78,3,51,6,45,28.233333333333338
14,41,0,35,3,69,8,8,14,4,5,53,100,74,34.333333333333336
1,27,10,78,15,20,8,26,10,26,12,5,0,84,24.266666666666666
0,49,13,2,7,39,6,28,9,23,6,61,35,63,26.0
7,71,17,56,6,54,8,23,8,9,10,42,57,5,26.933333333333334
19,1,19,66,1,48,3,42,20,45,6,78,21,36,28.900000000000006
7,6,18,76,13,46,19,26,7,7,10,38,90,83,35.5
7,65,13,25,13,25,18,75,9,80,5,39,19,57,32.53333333333334
14,1,2,43,11,54,14,24,13,23,8,45,85,90,34.3
0,21,6,34,19,0,8,35,20,24,17,9,33,91,25.266666666666666
14,65,2,6,15,43,10,30,12,57,7,42,83,76,36.1
6,62,0,53,1,18,0,3,2,57,0,74,47,38,26.900000000000002
0,15,20,50,13,57,3,72,3,75,18,79,12,82,36.400000000000006
18,4,3,55,10,79,13,11,10,43,16,7,34,23,23.633333333333336
12,32,19,76,9,11,2,36,6,9,2,8,89,12,24.900000000000002
7,24,5,77,20,16,7,43,0,0,12,53,12,25,21.3
4,45,13,1,2,4,20,62,16,69,14,3,59,24,25.166666666666664
0,6,16,59,10,55,6,31,9,29,12,7,21,5,18.600000000000005
6,60,2,51,20,71,16,78,4,56,9,67,17,7,31.733333333333334
5,60,3,9,19,65,6,46,12,3,3,25,55,9,23.466666666666665
2,53,13,45,4,58,13,22,19,19,12,51,46,25,27.833333333333336
6,65,5,77,12,7,13,26,18,73,20,15,18,18,26.06666666666667
16,1,6,71,8,18,12,9,15,37,7,56,60,57,28.766666666666666
8,47,17,65,0,35,15,58,15,6,1,33,48,22,27.0
0,24,7,17,15,50,15,11,14,0,11,48,65,0,20.633333333333333
2,54,4,50,15,68,12,52,19,60,10,33,81,88,42.16666666666667
11,15,4,25,20,78,3,28,8,52,11,5,79,17,26.933333333333334
9,14,6,16,10,47,4,27,16,9,15,31,65,35,23.6
11,36,9,21,18,51,4,62,12,32,5,2,17,23,21.533333333333335
8,18,5,62,2,60,15,75,14,29,3,13,48,87,33.76666666666667
15,49,2,27,17,76,12,78,10,69,19,59,10,81,37.96666666666667
10,15,17,79,7,77,12,57,10,66,2,75,45,54,38.36666666666667
3,61,8,75,17,75,10,39,13,32,0,68,0,48,31.533333333333335
7,72,20,43,18,51,6,77,15,40,19,18,100,11,36.833333333333336
7,26,5,57,3,52,9,78,20,3,15,4,9,0,19.5
20,47,11,24,8,20,5,20,8,16,3,79,79,39,29.200000000000003
1,43,8,61,2,25,8,15,0,47,13,2,68,83,30.1
15,72,10,75,4,44,4,26,15,60,9,69,86,80,43.46666666666667
2,14,8,74,4,12,7,14,15,39,11,40,42,86,28.799999999999997
2,32,19,63,4,3,16,62,15,27,0,67,80,37,32.36666666666667
14,9,15,13,19,29,11,62,10,48,18,42,68,9,27.033333333333335
5,77,12,79,12,3,1,21,10,0,9,27,11,63,24.46666666666667
19,56,1,11,15,7,1,5,18,8,9,42,86,50,26.4
4,30,15,44,18,32,17,31,14,73,17,9,87,27,31.666666666666668
8,57,16,37,18,6,9,55,3,64,12,46,14,50,28.46666666666667
3,68,9,62,7,50,15,63,19,66,6,55,90,100,47.2
10,77,10,69,0,1,19,51,8,71,3,77,97,82,44.300000000000004
15,44,14,51,5,75,2,1,15,70,2,59,77,20,33.233333333333334
11,41,0,5,1,60,20,56,9,51,18,56,95,59,37.266666666666666
2,4,15,51,6,27,10,0,3,0,5,26,84,89,27.233333333333334
1,24,14,38,19,73,10,60,11,53,9,45,59,93,39.0
7,77,8,17,8,47,6,48,17,62,4,30,65,52,33.76666666666667
14,29,19,51,8,42,17,7,17,11,16,26,46,70,28.733333333333334
12,74,12,10,17,27,15,38,13,35,15,65,60,14,29.6
5,40,12,49,11,75,14,10,16,78,7,65,60,43,35.766666666666666
6,20,6,22,7,5,3,52,3,20,18,34,91,33,25.46666666666667
12,28,13,53,5,8,10,55,0,70,15,18,50,5,24.633333333333333
1,18,19,14,14,10,3,70,17,67,13,54,100,58,35.8
18,58,16,49,18,1,7,76,3,48,1,60,11,60,30.76666666666667
0,69,20,17,2,40,13,2,20,56,0,76,3,61,27.400000000000006
11,2,3,68,13,45,13,30,9,10,7,37,67,83,31.533333333333335
4,38,17,15,3,21,6,64,3,25,13,67,23,95,30.200000000000003
1,22,18,46,8,64,15,4,19,70,8,51,85,41,34.333333333333336
9,76,8,71,12,11,12,77,0,67,15,26,25,90,37.1
9,67,13,48,2,22,16,80,5,70,7,15,20,72,32.800000000000004
11,44,8,16,13,48,6,74,11,22,5,79,36,72,33.26666666666667
9,76,13,62,9,5,0,22,18,52,14,26,100,71,37.5
17,19,17,37,11,65,3,63,1,5,10,54,53,25,27.933333333333334
4,42,12,69,5,34,10,34,12,6,1,56,60,15,26.5
3,73,0,26,20,5,20,26,10,46,7,18,79,88,33.63333333333334
9,14,20,14,17,60,20,69,2,50,7,4,6,94,29.06666666666667
13,34,3,46,9,28,17,52,11,4,17,68,51,36,28.833333333333336
8,69,0,22,14,24,19,35,4,72,18,28,39,96,34.36666666666667
13,28,17,21,10,16,3,50,14,44,8,58,88,51,32.7
19,19,5,46,0,5,6,41,0,51,13,79,90,22,30.133333333333333
10,22,0,31,12,10,17,79,5,17,9,47,17,43,23.26666666666667
5,71,19,58,8,14,17,7,6,28,8,25,52,61,29.033333333333335
19,67,18,11,15,36,14,39,17,31,12,51,19,70,30.9
11,15,7,8,1,13,13,77,14,51,0,51,12,87,27.300000000000004
13,29,16,26,4,10,19,40,2,6,19,48,46,5,20.56666666666667
6,54,13,62,19,76,14,62,5,58,18,66,10,25,33.7
16,79,3,18,11,56,20,13,18,73,5,57,88,29,36.300000000000004
17,44,19,70,9,11,20,80,9,26,7,7,60,46,31.866666666666667
16,53,19,75,9,37,17,5,15,32,16,22,12,85,30.76666666666667
2,57,20,14,20,72,10,24,5,41,0,63,63,42,32.36666666666667
6,54,19,50,8,69,19,33,2,55,17,20,67,81,38.266666666666666
10,73,15,52,19,31,15,26,13,21,8,69,57,36,32.766666666666666
8,36,19,32,18,30,7,44,1,5,0,38,48,28,23.46666666666667
7,68,9,20,4,10,16,3,6,27,7,60,78,58,29.400000000000002
1,25,10,49,13,23,1,42,5,67,6,3,16,53,23.233333333333338
9,75,11,33,18,76,20,44,4,65,9,21,71,34,36.16666666666667
12,16,10,9,19,26,1,25,14,10,18,46,46,73,25.633333333333336
19,21,3,35,14,18,0,80,12,59,17,54,22,6,24.933333333333334
1,35,18,9,2,72,3,61,12,27,13,18,43,32,25.566666666666666
8,46,6,66,6,29,18,44,6,41,10,76,73,95,40.53333333333334
6,69,3,25,10,15,0,29,14,56,3,32,53,2,22.96666666666667
16,17,12,31,15,73,5,61,16,37,10,32,25,92,33.36666666666667
17,76,3,2,13,31,9,11,3,1,20,69,81,55,30.6
20,26,8,32,20,25,18,55,0,8,11,49,43,4,22.833333333333332
19,20,2,38,5,12,2,1,4,24,0,11,48,4,14.400000000000002
20,15,1,6,2,32,10,42,15,35,13,24,5,85,23.333333333333336
19,66,15,24,0,80,4,57,8,72,5,74,97,27,40.66666666666667
6,11,4,38,13,29,11,14,6,30,20,7,80,51,25.700000000000003
10,35,15,4,5,46,13,12,16,32,0,10,26,77,23.5
10,6,11,64,19,76,5,13,20,20,0,74,87,45,34.400000000000006
2,12,2,19,8,70,16,49,6,68,17,2,61,4,24.566666666666666
10,76,11,65,8,67,11,35,14,68,9,34,75,22,36.900000000000006
6,4,20,51,16,59,14,6,14,75,18,16,82,95,37.63333333333333
10,27,17,1,8,31,11,41,3,65,4,44,0,81,25.56666666666667
0,51,19,69,6,71,15,39,4,79,6,9,23,43,31.13333333333334
10,69,10,43,16,14,5,35,8,15,0,74,29,48,27.633333333333336
9,29,3,66,11,15,10,0,9,1,3,65,16,83,24.633333333333336
4,75,14,46,20,42,1,31,10,20,19,26,77,25,30.733333333333334
9,65,8,50,12,8,16,36,2,14,4,40,25,7,20.8
14,8,5,54,18,66,1,78,15,24,20,38,62,77,36.63333333333333
5,2,9,52,7,1,12,10,18,31,15,33,34,100,26.4
12,75,6,42,20,1,0,51,9,24,9,65,11,12,23.233333333333334
6,58,3,77,12,66,1,58,16,50,11,52,83,29,38.53333333333333
14,66,11,11,4,31,1,80,0,26,20,23,27,43,26.133333333333333
15,3,8,45,0,75,13,74,8,35,18,6,65,99,36.4
14,40,16,2,12,54,1,52,4,38,12,24,92,48,31.933333333333334
10,22,14,19,12,8,8,51,15,21,17,31,35,49,23.6
0,25,10,40,3,70,1,43,15,28,4,49,60,93,34.5
6,36,7,5,8,33,18,3,9,75,1,56,61,33,26.533333333333335
16,80,6,48,16,34,12,1,13,6,17,35,60,30,27.933333333333337
11,57,1,40,8,14,2,14,11,61,13,75,39,4,24.766666666666666
5,38,14,21,19,23,17,25,10,24,3,70,95,50,32.43333333333334
15,34,15,43,9,68,10,46,7,18,9,8,87,13,28.8
17,48,6,72,5,69,12,30,20,29,9,8,10,33,25.96666666666667
1,49,18,65,0,16,11,47,10,31,13,64,90,75,38.16666666666667
19,29,11,29,5,74,16,45,5,74,7,80,29,74,36.56666666666666
7,14,16,77,5,12,14,22,1,45,16,55,38,81,30.833333333333336
1,31,18,77,3,55,15,65,13,50,4,53,26,33,31.56666666666667
6,63,15,45,7,51,5,37,3,73,16,70,84,73,41.766666666666666
17,72,13,37,12,44,6,25,1,32,6,36,37,73,31.06666666666667
15,61,13,38,14,33,4,31,0,53,18,12,23,96,31.36666666666667
14,48,14,36,18,45,7,10,6,43,18,37,75,47,31.933333333333334
10,39,10,15,9,34,20,72,14,11,12,32,20,70,27.533333333333335
20,36,13,64,13,68,14,36,16,32,12,80,85,45,39.93333333333334
6,43,13,43,5,28,7,46,5,10,11,8,69,24,24.299999999999997
5,80,19,24,13,43,19,23,5,25,15,39,20,35,26.166666666666668
8,65,2,33,15,59,12,10,11,67,10,63,37,66,33.96666666666667
2,6,15,43,12,68,5,54,5,27,11,60,80,89,37.43333333333333
17,44,9,10,16,1,20,42,5,48,5,2,14,17,17.7
16,72,4,23,14,44,4,18,8,4,14,3,28,79,25.633333333333333
9,70,4,6,11,34,10,68,0,11,10,45,78,14,27.733333333333334
12,47,18,10,12,6,13,29,3,35,5,32,80,7,23.5
19,12,4,25,8,64,8,0,20,38,11,79,53,1,24.600000000000005
15,66,15,8,1,49,20,64,2,70,9,65,80,92,42.800000000000004
14,42,6,56,16,9,8,1,19,14,18,24,27,91,26.933333333333337
19,30,13,24,17,61,10,22,6,65,8,20,80,4,28.066666666666666
7,64,19,21,14,40,4,25,14,61,13,33,40,22,27.2
5,64,0,17,15,20,16,68,6,54,16,7,59,51,30.200000000000003
19,4,8,23,10,14,13,6,6,60,7,72,25,8,19.433333333333334
4,59,15,62,2,15,6,80,7,49,20,7,88,73,37.83333333333334
6,72,14,37,10,73,18,0,1,56,0,61,92,55,37.900000000000006
10,30,7,58,8,11,20,6,4,29,8,43,37,80,27.3
5,75,7,57,14,1,18,58,1,56,3,26,4,36,25.4
16,24,10,63,15,7,3,47,6,43,2,10,49,61,27.400000000000006
6,28,7,17,12,47,11,50,0,60,6,14,31,7,21.0
2,48,7,21,1,66,13,8,4,5,10,57,31,16,20.833333333333336
8,21,8,60,3,44,5,12,9,69,16,8,4,66,24.53333333333333
16,14,13,21,19,77,11,65,13,20,6,59,75,75,37.266666666666666
19,6,13,11,12,36,5,72,16,29,15,18,40,69,27.700000000000003
9,66,3,22,19,35,18,80,11,17,5,14,49,62,31.033333333333335
6,77,14,33,5,12,8,80,7,15,1,33,84,73,35.10000000000001
15,26,0,14,1,66,4,43,4,8,9,21,76,84,30.06666666666667
9,63,15,15,6,36,15,69,8,62,17,76,21,11,29.266666666666673
12,79,17,20,1,35,12,78,10,66,1,59,94,27,38.10000000000001
3,73,0,28,10,0,1,1,7,53,9,63,13,55,23.333333333333336
8,44,11,27,14,42,10,44,8,26,15,52,44,69,31.366666666666667
17,8,14,10,19,53,7,49,18,3,19,35,43,94,30.5
10,48,6,77,20,78,4,8,19,67,11,64,63,70,40.766666666666666
7,55,16,58,13,77,16,7,8,16,3,53,92,53,36.43333333333334
0,49,2,74,13,63,11,74,19,50,10,61,90,27,40.10000000000001
8,11,18,54,11,12,9,11,15,42,7,23,91,65,30.333333333333336
10,23,14,50,0,29,11,1,10,0,14,60,4,0,15.200000000000001
15,62,20,29,9,52,0,37,11,57,17,73,70,85,40.96666666666667
16,53,16,28,8,35,20,11,17,5,12,56,54,34,27.266666666666666
14,46,3,28,16,19,7,3,3,1,4,61,23,18,17.766666666666666
5,64,12,25,12,76,10,69,17,66,4,31,85,9,35.46666666666666
19,62,18,65,15,72,20,38,0,29,2,20,12,44,29.6
18,41,19,24,5,0,15,58,12,49,2,49,47,78,31.96666666666667
15,14,3,67,18,8,17,65,16,38,8,75,53,9,29.133333333333333
14,6,2,77,15,17,5,69,12,24,13,73,84,43,34.5
6,20,13,43,8,33,14,14,4,68,3,48,76,32,29.066666666666666
9,49,6,41,16,41,13,68,14,43,15,40,37,57,33.06666666666667
5,50,9,30,6,66,4,70,19,26,18,31,28,59,30.96666666666667
6,79,1,42,6,41,20,14,15,70,7,41,63,0,29.100000000000005
10,53,6,58,20,35,19,21,20,67,18,40,59,19,32.266666666666666
20,64,2,5,3,24,19,13,2,71,2,16,0,14,17.466666666666665
7,64,7,10,17,30,15,64,8,46,8,13,81,30,30.366666666666667
16,39,6,79,8,11,9,27,16,50,7,7,33,63,27.933333333333337
12,60,5,61,5,58,14,15,15,62,18,37,50,28,31.933333333333337
14,38,18,69,5,43,1,77,19,30,5,76,10,26,29.933333333333337
1,74,19,45,16,42,2,0,14,17,7,57,25,78,29.900000000000002
10,61,5,32,13,17,13,71,16,67,1,63,46,48,34.0
2,74,2,18,17,10,16,40,0,35,12,18,85,58,30.566666666666666
0,41,20,1,8,24,2,34,13,40,0,8,60,87,27.433333333333337
3,57,1,45,1,47,13,10,10,7,7,25,78,12,24.066666666666666
15,27,16,32,3,52,19,18,14,72,12,6,15,72,27.766666666666666
20,17,10,42,0,11,20,64,15,59,5,22,16,55,26.100000000000005
1,15,0,78,8,73,6,54,17,38,17,19,54,41,31.233333333333334
12,21,20,59,1,1,8,40,0,63,13,39,32,91,30.766666666666666
17,54,8,14,16,41,17,10,20,40,18,42,91,97,38.6
12,31,2,64,19,80,2,62,16,24,10,64,98,68,42.33333333333333
8,64,20,67,17,17,10,46,15,63,12,45,32,68,35.6
6,27,8,42,15,2,8,67,4,8,2,54,93,58,31.300000000000004
10,37,10,33,18,68,20,13,7,3,4,50,30,59,27.1
20,41,12,48,18,23,10,56,17,21,3,70,25,90,34.1
8,41,15,71,7,53,3,29,0,6,7,6,70,79,31.300000000000004
20,63,7,62,20,33,1,70,15,33,9,69,70,4,34.199999999999996
4,58,18,46,19,78,7,48,3,17,20,63,47,40,34.1
4,52,19,45,3,22,6,71,3,27,13,36,56,99,35.56666666666667
16,58,0,22,19,16,17,76,3,74,12,58,12,97,35.63333333333333
11,28,17,10,12,70,20,63,3,30,7,19,2,46,24.133333333333333
17,54,6,71,6,58,3,26,1,38,12,63,85,29,35.06666666666667
18,77,2,22,7,68,8,48,11,35,11,80,41,92,39.1
13,3,9,54,2,29,15,1,9,66,6,2,77,7,22.333333333333332
16,2,10,0,1,69,3,22,0,59,18,74,9,10,20.166666666666664
12,72,7,29,10,17,9,77,13,53,12,57,3,16,26.433333333333337
1,13,7,46,12,20,8,62,4,48,20,80,42,82,33.8
16,56,18,27,6,39,3,70,7,75,18,65,33,84,38.366666666666674
7,9,2,8,15,60,15,21,17,77,17,17,66,67,30.96666666666667
7,49,6,78,10,63,13,30,7,58,2,77,96,53,41.56666666666666
20,25,19,69,6,8,1,63,7,55,8,42,80,48,34.33333333333333
8,75,16,38,2,49,2,52,7,10,2,4,96,38,31.06666666666667
7,42,2,0,1,66,19,10,11,66,18,34,22,92,29.800000000000004
12,62,4,32,8,69,9,63,18,18,7,1,1,86,28.900000000000006
12,59,13,43,20,76,0,52,16,43,10,10,60,99,39.5
3,38,1,1,2,38,17,62,20,28,8,31,67,68,30.1
6,52,20,69,5,78,19,68,6,69,4,62,87,21,41.333333333333336
1,36,17,24,20,39,0,13,4,20,7,71,21,29,21.800000000000004
8,20,12,19,1,54,13,54,18,5,14,40,60,52,28.400000000000002
13,41,1,35,4,32,19,45,13,16,7,79,29,16,24.833333333333336
20,24,16,6,11,80,10,21,20,68,11,27,29,94,33.233333333333334
14,43,3,67,18,38,8,24,7,36,3,48,9,58,27.3
12,24,16,21,6,36,7,79,14,45,0,42,36,26,26.333333333333336
20,39,16,58,15,42,11,64,17,40,5,0,3,41,26.200000000000003
9,56,3,69,17,32,8,12,20,45,18,65,24,64,32.4
20,77,2,56,11,35,17,26,18,58,17,32,84,49,37.9
0,50,18,15,20,75,9,18,2,51,12,49,97,70,37.96666666666667
14,4,9,24,2,25,7,30,19,79,0,4,53,8,20.56666666666667
15,48,10,28,20,13,5,8,0,51,2,16,3,33,18.0
10,46,5,68,4,62,17,48,6,12,9,51,31,84,34.03333333333334
17,80,10,8,8,37,16,9,14,39,19,9,14,21,21.233333333333334
6,71,15,33,18,62,0,24,0,74,18,17,79,48,35.233333333333334
4,71,10,43,15,24,5,14,13,68,20,29,23,41,27.466666666666672
14,61,0,64,9,62,14,10,14,51,3,56,18,40,29.666666666666668
17,30,6,46,20,19,5,67,12,53,14,58,14,20,26.53333333333333
14,35,20,67,4,80,13,59,16,19,12,27,8,81,33.300000000000004
7,14,13,52,7,36,15,40,12,0,3,40,93,67,31.933333333333334
12,48,18,42,15,64,0,5,13,79,16,41,10,80,32.53333333333333
0,0,18,68,3,10,2,77,7,22,15,12,12,35,20.3
14,46,14,52,16,52,7,49,15,67,6,37,89,43,38.2
2,61,6,59,12,31,0,80,17,9,16,54,11,94,33.63333333333334
19,70,7,34,17,2,15,78,9,31,4,50,72,9,30.5
6,75,15,70,6,26,18,49,15,10,7,52,70,14,31.666666666666664
14,42,11,7,7,43,13,18,7,39,7,11,41,15,20.200000000000003
11,76,10,5,0,21,20,52,20,2,13,35,24,43,24.36666666666667
1,75,10,71,16,22,5,79,0,73,20,19,85,65,41.06666666666667
4,57,15,8,18,65,8,14,8,10,2,36,81,98,34.233333333333334
14,31,15,60,14,21,3,67,5,20,19,39,29,27,26.133333333333336
11,46,5,80,13,15,18,76,17,47,18,48,33,21,31.666666666666668
12,70,17,21,15,51,15,12,4,68,16,34,42,48,31.333333333333332
14,45,10,42,10,55,12,6,11,66,13,69,30,7,27.233333333333334
16,54,10,30,2,31,19,13,3,13,1,3,22,9,16.1
13,7,14,61,20,40,0,37,19,3,15,54,45,64,29.766666666666666
7,24,6,55,11,36,1,75,13,71,9,5,20,79,30.766666666666666
3,46,12,14,6,44,3,72,13,21,6,15,13,55,23.8
12,40,13,67,17,5,17,17,16,64,2,2,45,77,30.333333333333332
0,17,11,15,18,29,15,48,2,11,7,33,33,19,18.933333333333334
6,66,6,24,10,29,0,23,6,75,5,72,85,74,37.36666666666667
2,26,12,75,15,29,11,13,5,36,19,74,85,66,36.233333333333334
9,12,4,23,20,33,3,52,7,12,8,40,69,21,23.86666666666667
7,35,9,46,7,32,3,48,11,8,4,49,41,43,25.66666666666667
11,47,13,11,2,18,6,20,14,30,20,28,71,94,31.16666666666667
10,18,0,9,9,58,2,37,8,61,8,47,12,24,21.400000000000006
5,50,17,33,1,13,20,50,9,20,15,28,57,34,26.5
5,63,4,60,4,40,5,23,10,66,3,44,84,78,38.0
18,4,12,74,7,52,17,36,9,69,2,55,21,48,30.566666666666674
6,70,11,36,2,57,10,24,8,47,14,78,58,34,33.400000000000006
13,76,12,8,14,65,3,43,19,79,5,36,52,14,31.466666666666665
17,69,13,18,5,74,1,20,5,69,15,7,91,52,35.16666666666667
11,12,4,26,15,20,3,32,3,18,13,47,60,64,26.0
6,19,16,52,17,39,17,19,2,15,15,19,93,27,27.733333333333334
20,47,11,41,1,58,20,15,11,26,11,45,3,43,25.0
14,11,11,76,7,30,12,4,19,17,16,2,36,20,20.200000000000003
20,37,0,38,5,56,15,25,9,36,6,79,29,17,26.333333333333332
7,70,0,62,1,64,18,28,0,14,14,38,58,93,36.16666666666667
19,28,8,28,15,44,6,42,11,56,10,1,82,88,34.866666666666674
3,18,9,61,17,58,5,21,9,21,9,79,21,2,22.966666666666665
2,36,10,50,15,6,18,36,18,26,11,69,7,12,21.7
20,15,14,16,10,68,6,14,4,35,16,76,31,92,31.900000000000006
7,12,4,12,17,74,15,2,20,37,5,80,41,88,31.900000000000002
9,40,5,41,19,16,3,50,16,37,2,37,31,82,29.63333333333334
12,71,6,50,13,2,1,47,19,44,16,50,15,32,26.76666666666667
